name,value
36,MUESTRA
38,SANGRE
39,MEDICO:
43192.0,BIOMETRIA
3,RESULTADO
5,VALORESNORMALES
8,BIOMETRIA
10,RESULTADO
12,VALORESNORMALES
15,BIOMETRIA
17,RESULTADO
19,VALORESNORMALES
22,BIOMETRIA
24,RESULTADO
26,VALORESNORMALES
29,BIOMETRIA
31,RESULTADO
33,VALORESNORMALES
36,BIOMETRIA
38,RESULTADO
40,VALORESNORMALES
43192.0,HEMATOCRITO
3,"43,1%"
5,M:40-50%
6,H:45-55
8,HEMATOCRITO
10,"52,8%"
12,M:40-50%
13,H:45-55
15,HEMATOCRITO
17,"41,0%"
19,M:40-50%
20,H:45-55
22,HEMATOCRITO
24,"52,8%"
26,M:40-50%
27,H:45-55
29,HEMATOCRITO
31,"b""41,4%"""
33,M:40-50%
34,H:45-55
36,HEMATOCRITO
38,"b""45,1%"""
40,M:40-50%
41,H:45-55
43192.0,HEMOGLOBINA
3,"13,8"
5,M11-15%
6,H12-17
8,HEMOGLOBINA
10,"17,3"
12,M11-15%
13,H12-17
15,HEMOGLOBINA
17,"13,3"
19,M11-15%
20,H12-17
22,HEMOGLOBINA
24,"17,3"
26,M11-15%
27,H12-17
29,HEMOGLOBINA
31,"13,2"
33,M11-15%
34,H12-17
36,HEMOGLOBINA
38,"15,1"
40,M11-15%
41,H12-17
43192.0,HEMATIES
3,4430000.0
5,"M4,0-5,5"
6,"H4,5-6,0millones/mm3"
8,HEMATIES
10,5190000.0
12,"M4,0-5,5"
13,"H4,5-6,0millones/mm3"
15,HEMATIES
17,5590000.0
19,"M4,0-5,5"
20,"H4,5-6,0millones/mm3"
22,HEMATIES
24,5190000.0
26,"M4,0-5,5"
27,"H4,5-6,0millones/mm3"
29,HEMATIES
31,4420000.0
33,"M4,0-5,5"
34,"H4,5-6,0millones/mm3"
36,HEMATIES
38,4600000.0
40,"M4,0-5,5"
41,"H4,5-6,0millones/mm3"
43192.0,LEUCOCITOS
3,5600.0
5,4.000-10.000/mm3
8,LEUCOCITOS
10,6200.0
12,4.000-10.000/mm3
15,LEUCOCITOS
17,9100.0
19,4.000-10.000/mm3
22,LEUCOCITOS
24,6200.0
26,4.000-10.000/mm3
29,LEUCOCITOS
31,13300.0
33,4.000-10.000/mm3
36,LEUCOCITOS
38,6200.0
40,4.000-10.000/mm3
43192.0,\xc2\xb4PLAQUETAS
4,mm3
5,150.000-450.000/mm3
8,\xc2\xb4PLAQUETAS
11,mm3
12,150.000-450.000/mm3
15,\xc2\xb4PLAQUETAS
18,mm3
19,150.000-450.000/mm3
22,\xc2\xb4PLAQUETAS
25,mm3
26,150.000-450.000/mm3
29,\xc2\xb4PLAQUETAS
32,mm3
33,150.000-450.000/mm3
36,\xc2\xb4PLAQUETAS
39,mm3
40,150.000-450.000/mm3
43192.0,FORMULALEUCOCITARIA
8,FORMULALEUCOCITARIA
15,FORMULALEUCOCITARIA
22,FORMULALEUCOCITARIA
29,FORMULALEUCOCITARIA
36,FORMULALEUCOCITARIA
43192.0,SEGMENTADOS
3,0.6
8,SEGMENTADOS
10,0.53
15,SEGMENTADOS
17,0.65
22,SEGMENTADOS
24,0.53
29,SEGMENTADOS
31,0.89
36,SEGMENTADOS
38,0.66
43192.0,LINFOCITOS
3,0.4
8,LINFOCITOS
10,0.47
15,LINFOCITOS
17,0.35
22,LINFOCITOS
24,0.47
29,LINFOCITOS
31,0.11
36,LINFOCITOS
38,0.34
43192.0,EOSINOFILOS
8,EOSINOFILOS
15,EOSINOFILOS
22,EOSINOFILOS
29,EOSINOFILOS
36,EOSINOFILOS
43192.0,MONOCITOS
8,MONOCITOS
15,MONOCITOS
22,MONOCITOS
29,MONOCITOS
36,MONOCITOS
43192.0,BASOFILOS
8,BASOFILOS
15,BASOFILOS
22,BASOFILOS
29,BASOFILOS
36,BASOFILOS
43192.0,CAYADOS
8,CAYADOS
15,CAYADOS
22,CAYADOS
29,CAYADOS
36,CAYADOS
43192.0,SEDIMENTACION
3,12.0
4,mm
5,1HORA
8,SEDIMENTACION
10,12.0
11,mm
12,1HORA
15,SEDIMENTACION
17,12.0
18,mm
19,1HORA
22,SEDIMENTACION
24,12.0
25,mm
26,1HORA
29,SEDIMENTACION
31,12.0
32,mm
33,1HORA
36,SEDIMENTACION
38,12.0
39,mm
40,1HORA
43192.0,43196.0
43192.0,CONTAB
3,CLINICADEESPECIALIDADES.
8,CONTAB
10,CLINICADEESPECIALIDADES.
15,CONTAB
17,CLINICADEESPECIALIDADES.
22,CONTAB
24,CLINICADEESPECIALIDADES.
29,CONTAB
31,CLINICADEESPECIALIDADES.
36,CONTAB
38,CLINICADEESPECIALIDADES.
43,CONTAB
45,CLINICADEESPECIALIDADES.
50,CONTAB
52,CLINICADEESPECIALIDADES.
57,CONTAB
59,CLINICADEESPECIALIDADES.
64,CONTAB
66,CLINICADEESPECIALIDADES.
3,MEDICASCONOCOTO.
10,MEDICASCONOCOTO.
17,MEDICASCONOCOTO.
24,MEDICASCONOCOTO.
31,MEDICASCONOCOTO.
38,MEDICASCONOCOTO.
45,MEDICASCONOCOTO.
52,MEDICASCONOCOTO.
59,MEDICASCONOCOTO.
66,MEDICASCONOCOTO.
4,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
11,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
18,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
25,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
32,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
39,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
46,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
53,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
60,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
67,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
4,Telefono:2345222096165702
11,Telefono:2345222096165702
18,Telefono:2345222096165702
25,Telefono:2345222096165702
32,Telefono:2345222096165702
39,Telefono:2345222096165702
46,Telefono:2345222096165702
53,Telefono:2345222096165702
60,Telefono:2345222096165702
67,Telefono:2345222096165702
43192.0,NOMBRE
2,MARIAQUINGAGOMEZ
4,FECHA
5,43196.0
8,NOMBRE
9,GONZALOPALLARES
11,FECHA
12,43196.0
15,NOMBRE
16,GLADISPUERRES
18,FECHA
19,43196.0
22,NOMBRE
23,GEOVANNYCOBA
25,FECHA
26,43196.0
29,NOMBRE
30,GABRIELESPINOZA
32,FECHA
33,43196.0
36,NOMBRE
37,GEOVANNYCOBA
39,FECHA
40,43196.0
43,NOMBRE
44,CAJAMARCANICOLAS
46,FECHA
47,43196.0
50,NOMBRE
51,IBARRAJOSE
53,FECHA
54,43196.0
57,NOMBRE
58,SANMARTINJOSE
60,FECHA
61,43196.0
64,NOMBRE
65,I\xc3\x91ACASHAROSA
67,FECHA
68,43196.0
43192.0,MUESTRA
3,SANGRE
4,MEDICO:
8,MUESTRA
10,SANGRE
11,MEDICO:
15,MUESTRA
17,SANGRE
18,MEDICO:
22,MUESTRA
24,SANGRE
25,MEDICO:
29,MUESTRA
31,SANGRE
32,MEDICO:
36,MUESTRA
38,SANGRE
39,MEDICO:
43,MUESTRA
45,SANGRE
46,MEDICO:
50,MUESTRA
52,SANGRE
53,MEDICO:
57,MUESTRA
59,SANGRE
60,MEDICO:
64,MUESTRA
66,SANGRE
67,MEDICO:
43192.0,BIOMETRIA
3,RESULTADO
5,VALORESNORMALES
8,BIOMETRIA
10,RESULTADO
12,VALORESNORMALES
15,BIOMETRIA
17,RESULTADO
19,VALORESNORMALES
22,BIOMETRIA
24,RESULTADO
26,VALORESNORMALES
29,BIOMETRIA
31,RESULTADO
33,VALORESNORMALES
36,BIOMETRIA
38,RESULTADO
40,VALORESNORMALES
43,BIOMETRIA
45,RESULTADO
47,VALORESNORMALES
50,BIOMETRIA
52,RESULTADO
54,VALORESNORMALES
57,BIOMETRIA
59,RESULTADO
61,VALORESNORMALES
64,BIOMETRIA
66,RESULTADO
68,VALORESNORMALES
43192.0,HEMATOCRITO
3,"47,8%"
5,M:40-50%
6,H:45-55
8,HEMATOCRITO
10,"51,9%"
12,M:40-50%
13,H:45-55
15,HEMATOCRITO
17,"28,7%"
19,M:40-50%
20,H:45-55
22,HEMATOCRITO
24,"54,4%"
26,M:40-50%
27,H:45-55
29,HEMATOCRITO
31,"49,4%"
33,M:40-50%
34,H:45-55
36,HEMATOCRITO
38,"54,4%"
40,M:40-50%
41,H:45-55
43,HEMATOCRITO
45,"b""40,3%"""
47,M:40-50%
48,H:45-55
50,HEMATOCRITO
52,"b""49,1%"""
54,M:40-50%
55,H:45-55
57,HEMATOCRITO
59,"b""53,8%"""
61,M:40-50%
62,H:45-55
64,HEMATOCRITO
66,"b""42,7%"""
68,M:40-50%
69,H:45-55
43192.0,HEMOGLOBINA
3,"15,9"
5,M11-15%
6,H12-17
8,HEMOGLOBINA
10,"16,2"
12,M11-15%
13,H12-17
15,HEMOGLOBINA
17,"8,1"
19,M11-15%
20,H12-17
22,HEMOGLOBINA
24,"17,2"
26,M11-15%
27,H12-17
29,HEMOGLOBINA
31,"15,3"
33,M11-15%
34,H12-17
36,HEMOGLOBINA
38,"17,2"
40,M11-15%
41,H12-17
43,HEMOGLOBINA
45,"13,4"
47,M11-15%
48,H12-17
50,HEMOGLOBINA
52,"16,3"
54,M11-15%
55,H12-17
57,HEMOGLOBINA
59,"18,8"
61,M11-15%
62,H12-17
64,HEMOGLOBINA
66,"14,7"
68,M11-15%
69,H12-17
43192.0,HEMATIES
3,4830000.0
5,"M4,0-5,5"
6,"H4,5-6,0millones/mm3"
8,HEMATIES
10,64830000.0
12,"M4,0-5,5"
13,"H4,5-6,0millones/mm3"
15,HEMATIES
17,4510000.0
19,"M4,0-5,5"
20,"H4,5-6,0millones/mm3"
22,HEMATIES
24,5540000.0
26,"M4,0-5,5"
27,"H4,5-6,0millones/mm3"
29,HEMATIES
31,4950000.0
33,"M4,0-5,5"
34,"H4,5-6,0millones/mm3"
36,HEMATIES
38,5540000.0
40,"M4,0-5,5"
41,"H4,5-6,0millones/mm3"
43,HEMATIES
45,4260000.0
47,"M4,0-5,5"
48,"H4,5-6,0millones/mm3"
50,HEMATIES
52,4810000.0
54,"M4,0-5,5"
55,"H4,5-6,0millones/mm3"
57,HEMATIES
59,5560000.0
61,"M4,0-5,5"
62,"H4,5-6,0millones/mm3"
64,HEMATIES
66,4460000.0
68,"M4,0-5,5"
69,"H4,5-6,0millones/mm3"
43192.0,LEUCOCITOS
3,7700.0
5,4.000-10.000/mm3
8,LEUCOCITOS
10,6400.0
12,4.000-10.000/mm3
15,LEUCOCITOS
17,4100.0
19,4.000-10.000/mm3
22,LEUCOCITOS
24,5800.0
26,4.000-10.000/mm3
29,LEUCOCITOS
31,5600.0
33,4.000-10.000/mm3
36,LEUCOCITOS
38,5800.0
40,4.000-10.000/mm3
43,LEUCOCITOS
45,7000.0
47,4.000-10.000/mm3
50,LEUCOCITOS
52,8800.0
54,4.000-10.000/mm3
57,LEUCOCITOS
59,11100.0
61,4.000-10.000/mm3
64,LEUCOCITOS
66,5400.0
68,4.000-10.000/mm3
43192.0,\xc2\xb4PLAQUETAS
4,mm3
5,150.000-450.000/mm3
8,\xc2\xb4PLAQUETAS
11,mm3
12,150.000-450.000/mm3
15,\xc2\xb4PLAQUETAS
18,mm3
19,150.000-450.000/mm3
22,\xc2\xb4PLAQUETAS
25,mm3
26,150.000-450.000/mm3
29,\xc2\xb4PLAQUETAS
32,mm3
33,150.000-450.000/mm3
36,\xc2\xb4PLAQUETAS
39,mm3
40,150.000-450.000/mm3
43,\xc2\xb4PLAQUETAS
46,mm3
47,150.000-450.000/mm3
50,\xc2\xb4PLAQUETAS
53,mm3
54,150.000-450.000/mm3
57,\xc2\xb4PLAQUETAS
60,mm3
61,150.000-450.000/mm3
64,\xc2\xb4PLAQUETAS
67,mm3
68,150.000-450.000/mm3
43192.0,FORMULALEUCOCITARIA
8,FORMULALEUCOCITARIA
15,FORMULALEUCOCITARIA
22,FORMULALEUCOCITARIA
29,FORMULALEUCOCITARIA
36,FORMULALEUCOCITARIA
43,FORMULALEUCOCITARIA
50,FORMULALEUCOCITARIA
57,FORMULALEUCOCITARIA
64,FORMULALEUCOCITARIA
43192.0,SEGMENTADOS
3,0.84
8,SEGMENTADOS
10,0.71
15,SEGMENTADOS
17,0.58
22,SEGMENTADOS
24,0.61
29,SEGMENTADOS
31,0.65
36,SEGMENTADOS
38,0.61
43,SEGMENTADOS
45,0.9
50,SEGMENTADOS
52,0.74
57,SEGMENTADOS
59,0.77
64,SEGMENTADOS
66,0.66
43192.0,LINFOCITOS
3,0.15
8,LINFOCITOS
10,0.29
15,LINFOCITOS
17,0.42
22,LINFOCITOS
24,0.39
29,LINFOCITOS
31,0.35
36,LINFOCITOS
38,0.39
43,LINFOCITOS
45,0.09
50,LINFOCITOS
52,0.26
57,LINFOCITOS
59,0.21
64,LINFOCITOS
66,0.34
43192.0,EOSINOFILOS
8,EOSINOFILOS
15,EOSINOFILOS
22,EOSINOFILOS
29,EOSINOFILOS
36,EOSINOFILOS
43,EOSINOFILOS
50,EOSINOFILOS
57,EOSINOFILOS
64,EOSINOFILOS
43192.0,MONOCITOS
8,MONOCITOS
15,MONOCITOS
22,MONOCITOS
29,MONOCITOS
36,MONOCITOS
43,MONOCITOS
45,0.01
50,MONOCITOS
57,MONOCITOS
59,0.02
64,MONOCITOS
43192.0,BASOFILOS
8,BASOFILOS
15,BASOFILOS
22,BASOFILOS
29,BASOFILOS
36,BASOFILOS
43,BASOFILOS
50,BASOFILOS
57,BASOFILOS
64,BASOFILOS
43192.0,CAYADOS
8,CAYADOS
15,CAYADOS
22,CAYADOS
29,CAYADOS
36,CAYADOS
43,CAYADOS
50,CAYADOS
57,CAYADOS
64,CAYADOS
16,VALORDEHEMATOCRITOCONFIRMADO
43192.0,SEDIMENTACION
4,mm
5,1HORA
8,SEDIMENTACION
11,mm
12,1HORA
15,SEDIMENTACION
18,mm
19,1HORA
22,SEDIMENTACION
25,mm
26,1HORA
29,SEDIMENTACION
32,mm
33,1HORA
36,SEDIMENTACION
39,mm
40,1HORA
43,SEDIMENTACION
46,mm
47,1HORA
50,SEDIMENTACION
53,mm
54,1HORA
57,SEDIMENTACION
60,mm
61,1HORA
64,SEDIMENTACION
67,mm
68,1HORA
43192.0,43197.0
43192.0,CONTAB
3,CLINICADEESPECIALIDADES.
8,CONTAB
10,CLINICADEESPECIALIDADES.
15,CONTAB
17,CLINICADEESPECIALIDADES.
3,MEDICASCONOCOTO.
10,MEDICASCONOCOTO.
17,MEDICASCONOCOTO.
4,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
11,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
18,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
4,Telefono:2345222096165702
11,Telefono:2345222096165702
18,Telefono:2345222096165702
43192.0,NOMBRE
2,SANMARTINJOSE
4,FECHA
5,43197.0
8,NOMBRE
9,PAUCARMARIA
11,FECHA
12,43197.0
15,NOMBRE
16,GUERREROCARLOS
18,FECHA
19,43197.0
43192.0,MUESTRA
3,SANGRE
4,MEDICO:
8,MUESTRA
10,SANGRE
11,MEDICO:
15,MUESTRA
17,SANGRE
18,MEDICO:
43192.0,BIOMETRIA
3,RESULTADO
5,VALORESNORMALES
8,BIOMETRIA
10,RESULTADO
12,VALORESNORMALES
15,BIOMETRIA
17,RESULTADO
19,VALORESNORMALES
43192.0,HEMATOCRITO
3,"b""52,6%"""
5,M:40-50%
6,H:45-55
8,HEMATOCRITO
10,"b""41,6%"""
12,M:40-50%
13,H:45-55
15,HEMATOCRITO
17,"b""48,9%"""
19,M:40-50%
20,H:45-55
43192.0,HEMOGLOBINA
3,"17,2"
5,M11-15%
6,H12-17
8,HEMOGLOBINA
10,"13,6"
12,M11-15%
13,H12-17
15,HEMOGLOBINA
17,"15,5"
19,M11-15%
20,H12-17
43192.0,HEMATIES
3,5380000.0
5,"M4,0-5,5"
6,"H4,5-6,0millones/mm3"
8,HEMATIES
10,4330000.0
12,"M4,0-5,5"
13,"H4,5-6,0millones/mm3"
15,HEMATIES
17,5050000.0
19,"M4,0-5,5"
20,"H4,5-6,0millones/mm3"
43192.0,LEUCOCITOS
3,8200.0
5,4.000-10.000/mm3
8,LEUCOCITOS
10,7700.0
12,4.000-10.000/mm3
15,LEUCOCITOS
17,6500.0
19,4.000-10.000/mm3
43192.0,\xc2\xb4PLAQUETAS
4,mm3
5,150.000-450.000/mm3
8,\xc2\xb4PLAQUETAS
11,mm3
12,150.000-450.000/mm3
15,\xc2\xb4PLAQUETAS
18,mm3
19,150.000-450.000/mm3
43192.0,FORMULALEUCOCITARIA
8,FORMULALEUCOCITARIA
15,FORMULALEUCOCITARIA
43192.0,SEGMENTADOS
3,0.84
8,SEGMENTADOS
10,0.85
15,SEGMENTADOS
17,0.83
43192.0,LINFOCITOS
3,0.16
8,LINFOCITOS
10,0.14
15,LINFOCITOS
17,0.17
43192.0,EOSINOFILOS
8,EOSINOFILOS
15,EOSINOFILOS
43192.0,MONOCITOS
8,MONOCITOS
10,0.01
15,MONOCITOS
43192.0,BASOFILOS
8,BASOFILOS
15,BASOFILOS
43192.0,CAYADOS
8,CAYADOS
15,CAYADOS
43192.0,SEDIMENTACION
4,mm
5,1HORA
8,SEDIMENTACION
11,mm
12,1HORA
15,SEDIMENTACION
18,mm
19,1HORA
43192.0,43199.0
43192.0,CONTAB
3,CLINICADEESPECIALIDADES.
8,CONTAB
10,CLINICADEESPECIALIDADES.
15,CONTAB
17,CLINICADEESPECIALIDADES.
22,CONTAB
24,CLINICADEESPECIALIDADES.
29,CONTAB
31,CLINICADEESPECIALIDADES.
36,CONTAB
38,CLINICADEESPECIALIDADES.
43,CONTAB
45,CLINICADEESPECIALIDADES.
50,CONTAB
52,CLINICADEESPECIALIDADES.
57,CONTAB
59,CLINICADEESPECIALIDADES.
64,CONTAB
66,CLINICADEESPECIALIDADES.
71,CONTAB
73,CLINICADEESPECIALIDADES.
78,CONTAB
80,CLINICADEESPECIALIDADES.
85,CONTAB
87,CLINICADEESPECIALIDADES.
3,MEDICASCONOCOTO.
10,MEDICASCONOCOTO.
17,MEDICASCONOCOTO.
24,MEDICASCONOCOTO.
31,MEDICASCONOCOTO.
38,MEDICASCONOCOTO.
45,MEDICASCONOCOTO.
52,MEDICASCONOCOTO.
59,MEDICASCONOCOTO.
66,MEDICASCONOCOTO.
73,MEDICASCONOCOTO.
80,MEDICASCONOCOTO.
87,MEDICASCONOCOTO.
4,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
11,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
18,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
25,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
32,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
39,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
46,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
53,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
60,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
67,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
74,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
81,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
88,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
4,Telefono:2345222096165702
11,Telefono:2345222096165702
18,Telefono:2345222096165702
25,Telefono:2345222096165702
32,Telefono:2345222096165702
39,Telefono:2345222096165702
46,Telefono:2345222096165702
53,Telefono:2345222096165702
60,Telefono:2345222096165702
67,Telefono:2345222096165702
74,Telefono:2345222096165702
81,Telefono:2345222096165702
88,Telefono:2345222096165702
43192.0,NOMBRE
2,RONNYLEMA
4,FECHA
5,43197.0
8,NOMBRE
9,JORGEAYALA
11,FECHA
12,43197.0
15,NOMBRE
16,RONNYALQUINGA
18,FECHA
19,43197.0
22,NOMBRE
23,GLADISCADENA
25,FECHA
26,43197.0
29,NOMBRE
30,DANIELLAVERDEMU\xc3\x91OZ
32,FECHA
33,43197.0
36,NOMBRE
37,EMILIOGORDILLO
39,FECHA
40,43197.0
43,NOMBRE
44,DORISPUSDA
46,FECHA
47,43197.0
50,NOMBRE
51,GULMARAALVAREZ
53,FECHA
54,43197.0
57,NOMBRE
58,RAFAELAESPINEL
60,FECHA
61,43197.0
64,NOMBRE
65,MARIAGABRIELARODRIGUEZ
68,43197.0
71,NOMBRE
72,RAFAELAESPINEL
74,FECHA
75,43197.0
78,NOMBRE
79,ORTEGAPABLO
81,FECHA
82,43199.0
85,NOMBRE
86,HERNANDEZSEGUNDO
88,FECHA
89,43199.0
43192.0,MUESTRA
3,SANGRE
4,MEDICO:
8,MUESTRA
10,SANGRE
11,MEDICO:
15,MUESTRA
17,SANGRE
18,MEDICO:
22,MUESTRA
24,SANGRE
25,MEDICO:
29,MUESTRA
31,SANGRE
32,MEDICO:
36,MUESTRA
38,SANGRE
39,MEDICO:
43,MUESTRA
45,SANGRE
46,MEDICO:
50,MUESTRA
52,SANGRE
53,MEDICO:
57,MUESTRA
59,SANGRE
60,MEDICO:
64,MUESTRA
66,SANGRE
67,MEDICO:
71,MUESTRA
73,SANGRE
74,MEDICO:
78,MUESTRA
80,SANGRE
81,MEDICO:
85,MUESTRA
87,SANGRE
88,MEDICO:
43192.0,BIOMETRIA
3,RESULTADO
5,VALORESNORMALES
8,BIOMETRIA
10,RESULTADO
12,VALORESNORMALES
15,BIOMETRIA
17,RESULTADO
19,VALORESNORMALES
22,BIOMETRIA
24,RESULTADO
26,VALORESNORMALES
29,BIOMETRIA
31,RESULTADO
33,VALORESNORMALES
36,BIOMETRIA
38,RESULTADO
40,VALORESNORMALES
43,BIOMETRIA
45,RESULTADO
47,VALORESNORMALES
50,BIOMETRIA
52,RESULTADO
54,VALORESNORMALES
57,BIOMETRIA
59,RESULTADO
61,VALORESNORMALES
64,BIOMETRIA
66,RESULTADO
68,VALORESNORMALES
71,BIOMETRIA
73,RESULTADO
75,VALORESNORMALES
78,BIOMETRIA
80,RESULTADO
82,VALORESNORMALES
85,BIOMETRIA
87,RESULTADO
89,VALORESNORMALES
43192.0,HEMATOCRITO
3,"50,8%"
5,M:40-50%
6,H:45-55
8,HEMATOCRITO
10,"49,7%"
12,M:40-50%
13,H:45-55
15,HEMATOCRITO
17,"49,4%"
19,M:40-50%
20,H:45-55
22,HEMATOCRITO
24,"49,5%"
26,M:40-50%
27,H:45-55
29,HEMATOCRITO
31,"48,3%"
33,M:40-50%
34,H:45-55
36,HEMATOCRITO
38,"43,1%"
40,M:40-50%
41,H:45-55
43,HEMATOCRITO
45,"42,1%"
47,M:40-50%
48,H:45-55
50,HEMATOCRITO
52,"49,2%"
54,M:40-50%
55,H:45-55
57,HEMATOCRITO
59,"36,0%"
61,M:40-50%
62,H:45-55
64,HEMATOCRITO
66,"46,6%"
68,M:40-50%
69,H:45-55
71,HEMATOCRITO
73,"36,0%"
75,M:40-50%
76,H:45-55
78,HEMATOCRITO
80,"b""46,6%"""
82,M:40-50%
83,H:45-55
85,HEMATOCRITO
87,"b""32,3%"""
89,M:40-50%
90,H:45-55
43192.0,HEMOGLOBINA
3,"16,5"
5,M11-15%
6,H12-17
8,HEMOGLOBINA
10,"16,7"
12,M11-15%
13,H12-17
15,HEMOGLOBINA
17,"16,9"
19,M11-15%
20,H12-17
22,HEMOGLOBINA
24,"16,4"
26,M11-15%
27,H12-17
29,HEMOGLOBINA
31,"16,3"
33,M11-15%
34,H12-17
36,HEMOGLOBINA
38,"14,0"
40,M11-15%
41,H12-17
43,HEMOGLOBINA
45,"14,1"
47,M11-15%
48,H12-17
50,HEMOGLOBINA
52,"15,8"
54,M11-15%
55,H12-17
57,HEMOGLOBINA
59,"12,6"
61,M11-15%
62,H12-17
64,HEMOGLOBINA
66,"15,4"
68,M11-15%
69,H12-17
71,HEMOGLOBINA
73,"12,6"
75,M11-15%
76,H12-17
78,HEMOGLOBINA
80,"15,2"
82,M11-15%
83,H12-17
85,HEMOGLOBINA
87,"11,9"
89,M11-15%
90,H12-17
43192.0,HEMATIES
3,5090000.0
5,"M4,0-5,5"
6,"H4,5-6,0millones/mm3"
8,HEMATIES
10,4930000.0
12,"M4,0-5,5"
13,"H4,5-6,0millones/mm3"
15,HEMATIES
17,4950000.0
19,"M4,0-5,5"
20,"H4,5-6,0millones/mm3"
22,HEMATIES
24,4870000.0
26,"M4,0-5,5"
27,"H4,5-6,0millones/mm3"
29,HEMATIES
31,4740000.0
33,"M4,0-5,5"
34,"H4,5-6,0millones/mm3"
36,HEMATIES
38,4600000.0
40,"M4,0-5,5"
41,"H4,5-6,0millones/mm3"
43,HEMATIES
45,4180000.0
47,"M4,0-5,5"
48,"H4,5-6,0millones/mm3"
50,HEMATIES
52,4720000.0
54,"M4,0-5,5"
55,"H4,5-6,0millones/mm3"
57,HEMATIES
59,4050000.0
61,"M4,0-5,5"
62,"H4,5-6,0millones/mm3"
64,HEMATIES
66,4750000.0
68,"M4,0-5,5"
69,"H4,5-6,0millones/mm3"
71,HEMATIES
73,4050000.0
75,"M4,0-5,5"
76,"H4,5-6,0millones/mm3"
78,HEMATIES
80,4780000.0
82,"M4,0-5,5"
83,"H4,5-6,0millones/mm3"
85,HEMATIES
87,3540000.0
89,"M4,0-5,5"
90,"H4,5-6,0millones/mm3"
43192.0,LEUCOCITOS
3,11500.0
5,4.000-10.000/mm3
8,LEUCOCITOS
10,7200.0
12,4.000-10.000/mm3
15,LEUCOCITOS
17,13800.0
19,4.000-10.000/mm3
22,LEUCOCITOS
24,12200.0
26,4.000-10.000/mm3
29,LEUCOCITOS
31,5100.0
33,4.000-10.000/mm3
36,LEUCOCITOS
38,6700.0
40,4.000-10.000/mm3
43,LEUCOCITOS
45,5100.0
47,4.000-10.000/mm3
50,LEUCOCITOS
52,4300.0
54,4.000-10.000/mm3
57,LEUCOCITOS
59,7800.0
61,4.000-10.000/mm3
64,LEUCOCITOS
66,7300.0
68,4.000-10.000/mm3
71,LEUCOCITOS
73,7800.0
75,4.000-10.000/mm3
78,LEUCOCITOS
80,6200.0
82,4.000-10.000/mm3
85,LEUCOCITOS
87,4100.0
89,4.000-10.000/mm3
43192.0,\xc2\xb4PLAQUETAS
4,mm3
5,150.000-450.000/mm3
8,\xc2\xb4PLAQUETAS
11,mm3
12,150.000-450.000/mm3
15,\xc2\xb4PLAQUETAS
18,mm3
19,150.000-450.000/mm3
22,\xc2\xb4PLAQUETAS
25,mm3
26,150.000-450.000/mm3
29,\xc2\xb4PLAQUETAS
32,mm3
33,150.000-450.000/mm3
36,\xc2\xb4PLAQUETAS
39,mm3
40,150.000-450.000/mm3
43,\xc2\xb4PLAQUETAS
46,mm3
47,150.000-450.000/mm3
50,\xc2\xb4PLAQUETAS
53,mm3
54,150.000-450.000/mm3
57,\xc2\xb4PLAQUETAS
60,mm3
61,150.000-450.000/mm3
64,\xc2\xb4PLAQUETAS
67,mm3
68,150.000-450.000/mm3
71,\xc2\xb4PLAQUETAS
74,mm3
75,150.000-450.000/mm3
78,\xc2\xb4PLAQUETAS
81,mm3
82,150.000-450.000/mm3
85,\xc2\xb4PLAQUETAS
88,mm3
89,150.000-450.000/mm3
43192.0,FORMULALEUCOCITARIA
8,FORMULALEUCOCITARIA
15,FORMULALEUCOCITARIA
22,FORMULALEUCOCITARIA
29,FORMULALEUCOCITARIA
36,FORMULALEUCOCITARIA
43,FORMULALEUCOCITARIA
50,FORMULALEUCOCITARIA
57,FORMULALEUCOCITARIA
64,FORMULALEUCOCITARIA
71,FORMULALEUCOCITARIA
78,FORMULALEUCOCITARIA
85,FORMULALEUCOCITARIA
43192.0,SEGMENTADOS
